marker,qg2471,qg2472,qg2473,qg2474,qg2475,qg2476,qg2477,qg2478,qg2479,qg2480,qg2481,qg2482,qg2483,qg2484,qg2485,qg2486,qg2487,qg2489,qg2490,qg2491,qg2492,qg2493,qg2494,qg2495,qg2496,qg2497,qg2499,qg2500,qg2501,qg2502,qg2503,qg2505,qg2506,qg2507,qg2508,qg2509,qg2510,qg2511,qg2512,qg2513,qg2514,qg2515,qg2516,qg2517,qg2519,qg2520,qg2521,qg2522,qg2523,qg2524,qg2526,qg2527,qg2529,qg2530,qg2531,qg2533,qg2534,qg2535,qg2536,qg2537,qg2538,qg2539,qg2540,qg2541,qg2542,qg2545,qg2546,qg2547,qg2548,qg2549,qg2550,qg2551,qg2552,qg2553,qg2554,qg2555,qg2556,qg2557,qg2559,qg2560,qg2561,qg2562,qg2563,qg2564,qg2565,qg2566,qg2567,qg2568,qg2569,qg2570,qg2571,qg2572,qg2573,qg2574,qg2575,qg2576,qg2577,qg2578,qg2579,qg2580,qg2581,qg2582,qg2583,qg2584,qg2585,qg2587,qg2588,qg2589,qg2590,qg2591,qg2592,qg2593,qg2594,qg2595,qg2596,qg2597,qg2598,qg2599,qg2600
Ctg001.111651,AA,AA,BB,BB,AA,AA,BB,AA,AA,AA,AA,BB,AA,AA,BB,AA,AA,AA,AA,AA,BB,BB,BB,AA,BB,BB,AA,AA,AA,AA,BB,BB,BB,AA,AA,BB,BB,BB,AA,BB,AA,BB,BB,AA,BB,AA,BB,BB,AA,AA,AA,AA,BB,AA,BB,BB,BB,AA,AA,AA,AA,BB,BB,AA,BB,AA,BB,AA,BB,BB,AA,AA,BB,BB,AA,AA,AA,BB,AA,AA,BB,BB,AA,AA,BB,BB,AA,BB,BB,BB,AA,BB,AA,BB,BB,BB,BB,BB,AA,AA,AA,BB,AA,AA,BB,AA,BB,AA,BB,AA,BB,AA,AA,AA,BB,BB,AA,AA,BB
Ctg001.111701,AA,AA,BB,BB,AA,AA,BB,AA,AA,AA,AA,BB,AA,AA,BB,AA,AA,AA,AA,AA,BB,BB,BB,AA,BB,BB,AA,AA,AA,AA,BB,BB,BB,AA,AA,BB,BB,BB,AA,BB,AA,BB,BB,AA,BB,AA,BB,BB,AA,AA,AA,AA,BB,AA,BB,BB,BB,AA,AA,AA,AA,BB,BB,AA,BB,AA,BB,AA,BB,BB,AA,AA,BB,BB,AA,AA,AA,BB,AA,AA,BB,BB,AA,AA,BB,BB,AA,BB,BB,BB,AA,BB,AA,BB,BB,BB,BB,BB,AA,AA,AA,BB,AA,AA,BB,AA,BB,AA,BB,AA,BB,AA,AA,AA,BB,BB,AA,AA,BB
Ctg001.111751,AA,AA,BB,BB,AA,AA,BB,AA,AA,AA,AA,BB,AA,AA,BB,AA,AA,AA,AA,AA,BB,BB,BB,AA,BB,BB,AA,AA,AA,AA,BB,BB,BB,AA,AA,BB,BB,BB,AA,BB,AA,BB,BB,AA,BB,AA,BB,BB,AA,AA,AA,AA,BB,AA,BB,BB,BB,AA,AA,AA,AA,BB,BB,AA,BB,AA,BB,AA,BB,BB,AA,AA,BB,BB,AA,AA,AA,BB,AA,AA,BB,BB,AA,AA,BB,BB,AA,BB,BB,BB,AA,BB,AA,BB,BB,BB,BB,BB,AA,AA,AA,BB,AA,AA,BB,AA,BB,AA,BB,AA,BB,AA,AA,AA,BB,BB,AA,AA,BB
Ctg001.111801,AA,AA,BB,BB,AA,AA,BB,AA,AA,AA,AA,BB,AA,AA,BB,AA,AA,AA,AA,AA,BB,BB,BB,AA,BB,BB,AA,AA,AA,AA,BB,BB,BB,AA,AA,BB,BB,BB,AA,BB,AA,BB,BB,AA,BB,AA,BB,BB,AA,AA,AA,AA,BB,AA,BB,BB,BB,AA,AA,AA,AA,BB,BB,AA,BB,AA,BB,AA,BB,BB,AA,AA,BB,BB,AA,AA,AA,BB,AA,AA,BB,BB,AA,AA,BB,BB,AA,BB,BB,BB,AA,BB,AA,BB,BB,BB,BB,BB,AA,AA,AA,BB,AA,AA,BB,AA,BB,AA,BB,AA,BB,AA,AA,AA,BB,BB,AA,AA,BB
Ctg001.111851,AA,AA,BB,BB,AA,AA,BB,AA,AA,AA,AA,BB,AA,AA,BB,AA,AA,AA,AA,AA,BB,BB,BB,AA,BB,BB,AA,AA,AA,AA,BB,BB,BB,AA,AA,BB,BB,BB,AA,BB,AA,BB,BB,AA,BB,AA,BB,BB,AA,AA,AA,AA,BB,AA,BB,BB,BB,AA,AA,AA,AA,BB,BB,AA,BB,AA,BB,AA,BB,BB,AA,AA,BB,BB,AA,AA,AA,BB,AA,AA,BB,NA,AA,AA,BB,BB,AA,BB,BB,BB,AA,BB,AA,BB,BB,BB,BB,BB,AA,AA,AA,BB,AA,AA,BB,AA,BB,AA,BB,AA,BB,AA,AA,AA,BB,BB,AA,AA,BB
Ctg001.111901,AA,AA,BB,BB,AA,AA,BB,AA,AA,AA,AA,BB,AA,AA,BB,AA,AA,AA,AA,AA,BB,BB,BB,AA,BB,BB,AA,AA,AA,AA,BB,BB,BB,AA,AA,BB,BB,BB,AA,BB,AA,BB,BB,AA,BB,AA,BB,BB,AA,AA,AA,AA,BB,AA,BB,BB,BB,AA,AA,AA,AA,BB,BB,AA,BB,AA,BB,AA,BB,BB,AA,AA,BB,BB,AA,AA,AA,BB,AA,AA,BB,AA,AA,AA,BB,BB,AA,BB,BB,BB,AA,BB,AA,BB,BB,BB,BB,BB,AA,AA,AA,BB,AA,AA,BB,AA,BB,AA,BB,AA,BB,AA,AA,AA,BB,BB,AA,AA,BB
Ctg001.111951,AA,AA,BB,BB,AA,AA,BB,AA,AA,AA,AA,BB,AA,AA,BB,AA,AA,AA,AA,AA,BB,BB,BB,AA,BB,BB,AA,AA,AA,AA,BB,BB,BB,AA,AA,BB,BB,BB,AA,BB,AA,BB,BB,AA,BB,AA,BB,BB,AA,AA,AA,AA,BB,AA,BB,BB,BB,AA,AA,AA,AA,BB,BB,AA,BB,AA,BB,AA,BB,BB,AA,AA,BB,BB,AA,AA,AA,BB,AA,AA,BB,AA,AA,AA,BB,BB,AA,BB,BB,BB,AA,BB,AA,BB,BB,BB,BB,BB,AA,AA,AA,BB,AA,AA,BB,AA,BB,AA,BB,AA,BB,AA,AA,AA,BB,BB,AA,AA,BB
Ctg001.112001,AA,AA,BB,BB,AA,AA,BB,AA,AA,AA,AA,BB,AA,AA,BB,AA,AA,AA,AA,AA,BB,BB,BB,AA,BB,BB,AA,AA,AA,AA,BB,BB,BB,AA,AA,BB,BB,BB,AA,BB,AA,BB,BB,AA,BB,AA,BB,BB,AA,AA,AA,AA,BB,AA,BB,BB,BB,AA,AA,AA,AA,BB,BB,AA,BB,AA,BB,AA,BB,BB,AA,AA,BB,BB,AA,AA,AA,BB,AA,AA,BB,AA,AA,AA,BB,BB,AA,BB,BB,BB,AA,BB,AA,BB,BB,BB,BB,BB,AA,AA,AA,BB,AA,AA,BB,AA,BB,AA,BB,AA,BB,AA,AA,AA,BB,BB,AA,AA,BB
Ctg001.112051,AA,AA,BB,BB,AA,AA,BB,AA,AA,AA,AA,BB,AA,AA,BB,AA,AA,AA,AA,AA,BB,BB,BB,AA,BB,BB,AA,AA,AA,AA,BB,BB,BB,AA,AA,BB,BB,BB,AA,BB,AA,BB,BB,AA,BB,AA,BB,BB,AA,AA,AA,AA,BB,AA,BB,BB,BB,AA,AA,AA,AA,BB,BB,AA,BB,AA,BB,AA,BB,BB,AA,AA,BB,BB,AA,AA,AA,BB,AA,AA,BB,AA,AA,AA,BB,BB,AA,BB,BB,BB,AA,BB,AA,BB,BB,BB,BB,BB,AA,AA,AA,BB,AA,AA,BB,AA,BB,AA,BB,AA,BB,AA,AA,AA,BB,BB,AA,AA,BB
Ctg001.112101,AA,AA,BB,BB,AA,AA,BB,AA,AA,AA,AA,BB,AA,AA,BB,AA,AA,AA,AA,AA,BB,BB,BB,AA,BB,BB,AA,AA,AA,AA,BB,BB,BB,AA,AA,BB,BB,BB,AA,BB,AA,BB,BB,AA,BB,AA,BB,BB,AA,AA,AA,AA,BB,AA,BB,BB,BB,AA,AA,AA,AA,BB,BB,AA,BB,AA,BB,AA,BB,BB,AA,AA,BB,BB,AA,AA,AA,BB,AA,AA,BB,AA,AA,AA,BB,BB,AA,BB,BB,BB,AA,BB,AA,BB,BB,BB,BB,BB,AA,AA,AA,BB,AA,AA,BB,AA,BB,AA,BB,AA,BB,AA,AA,AA,BB,BB,AA,AA,BB
Ctg001.112151,AA,AA,BB,BB,AA,AA,BB,AA,AA,AA,AA,BB,AA,AA,BB,AA,AA,AA,AA,AA,BB,BB,BB,AA,BB,BB,AA,AA,AA,AA,BB,BB,BB,AA,AA,BB,BB,BB,AA,BB,AA,BB,BB,AA,BB,AA,BB,BB,AA,AA,AA,AA,BB,AA,BB,BB,BB,AA,AA,AA,AA,BB,BB,AA,BB,AA,BB,AA,BB,BB,AA,AA,BB,BB,AA,AA,AA,BB,AA,AA,BB,AA,AA,AA,BB,BB,AA,BB,BB,BB,AA,BB,AA,BB,BB,BB,BB,BB,AA,AA,AA,BB,AA,AA,BB,AA,BB,AA,BB,AA,BB,AA,AA,AA,BB,BB,AA,AA,BB
Ctg001.112201,AA,AA,BB,BB,AA,AA,BB,AA,AA,AA,AA,BB,AA,AA,BB,AA,AA,AA,AA,AA,BB,BB,BB,AA,BB,BB,AA,AA,AA,AA,BB,BB,BB,AA,AA,BB,BB,BB,AA,BB,AA,BB,BB,AA,BB,AA,BB,BB,AA,AA,AA,AA,BB,AA,BB,BB,BB,AA,AA,AA,AA,BB,BB,AA,BB,AA,BB,AA,BB,BB,AA,AA,BB,BB,AA,AA,AA,BB,AA,AA,BB,AA,AA,AA,BB,BB,AA,BB,BB,BB,AA,BB,AA,BB,BB,BB,BB,BB,AA,AA,AA,BB,AA,AA,BB,AA,BB,AA,BB,AA,BB,AA,AA,AA,BB,BB,AA,AA,BB
Ctg001.112251,AA,AA,BB,BB,AA,AA,BB,AA,AA,AA,AA,BB,AA,AA,BB,AA,AA,AA,AA,AA,BB,BB,BB,AA,BB,BB,AA,AA,AA,AA,BB,BB,BB,AA,AA,BB,BB,BB,AA,BB,AA,BB,BB,AA,BB,AA,BB,BB,AA,AA,AA,AA,BB,AA,BB,BB,BB,AA,AA,AA,AA,BB,BB,AA,BB,AA,BB,AA,BB,BB,AA,AA,BB,BB,AA,AA,AA,BB,AA,AA,BB,AA,AA,AA,BB,BB,AA,BB,BB,BB,AA,BB,AA,BB,BB,BB,BB,BB,AA,AA,AA,BB,AA,AA,BB,AA,BB,AA,BB,AA,BB,AA,AA,AA,BB,BB,AA,AA,BB
Ctg001.112301,AA,AA,BB,BB,AA,AA,BB,AA,AA,AA,AA,BB,AA,AA,BB,AA,AA,AA,AA,AA,BB,BB,BB,AA,BB,BB,AA,AA,AA,AA,BB,BB,BB,AA,AA,BB,BB,BB,AA,BB,AA,BB,BB,AA,BB,AA,BB,BB,AA,AA,AA,AA,BB,AA,BB,BB,BB,AA,AA,AA,AA,BB,BB,AA,BB,AA,BB,AA,BB,BB,AA,AA,BB,BB,AA,AA,AA,BB,AA,AA,BB,AA,AA,AA,BB,BB,AA,BB,BB,BB,AA,BB,AA,BB,BB,BB,BB,BB,AA,AA,AA,BB,AA,AA,BB,AA,BB,AA,BB,AA,BB,AA,AA,AA,BB,BB,AA,AA,BB
Ctg001.112351,AA,AA,BB,BB,AA,AA,BB,AA,AA,AA,AA,BB,AA,AA,BB,AA,AA,AA,AA,AA,BB,BB,BB,AA,BB,BB,AA,AA,AA,AA,BB,BB,BB,AA,AA,BB,BB,BB,AA,BB,AA,BB,BB,AA,BB,AA,BB,BB,AA,AA,AA,AA,BB,AA,BB,BB,BB,AA,AA,AA,AA,BB,BB,AA,BB,AA,BB,AA,BB,BB,AA,AA,BB,BB,AA,AA,AA,BB,AA,AA,BB,AA,AA,AA,BB,BB,AA,BB,BB,BB,AA,BB,AA,BB,BB,BB,BB,BB,AA,AA,AA,BB,AA,AA,BB,AA,BB,AA,BB,AA,BB,AA,AA,AA,BB,BB,AA,AA,BB
Ctg001.112401,AA,AA,BB,BB,AA,AA,BB,AA,AA,AA,AA,BB,AA,AA,BB,AA,AA,AA,AA,AA,BB,BB,BB,AA,BB,BB,AA,AA,AA,AA,BB,BB,BB,AA,AA,BB,BB,BB,AA,BB,AA,BB,BB,AA,BB,AA,BB,BB,AA,AA,AA,AA,BB,AA,BB,BB,BB,AA,AA,AA,AA,BB,BB,AA,BB,AA,BB,AA,BB,BB,AA,AA,BB,BB,AA,AA,AA,BB,AA,AA,BB,AA,AA,AA,BB,BB,AA,BB,BB,BB,AA,BB,AA,BB,BB,BB,BB,BB,AA,AA,AA,BB,AA,AA,BB,AA,BB,AA,BB,AA,BB,AA,AA,AA,BB,BB,AA,AA,BB
Ctg001.112451,AA,AA,BB,BB,AA,AA,BB,AA,AA,AA,AA,BB,AA,AA,BB,AA,AA,AA,AA,AA,BB,BB,BB,AA,BB,BB,AA,AA,AA,AA,BB,BB,BB,AA,AA,BB,BB,BB,AA,BB,AA,BB,BB,AA,BB,AA,BB,BB,AA,AA,AA,AA,BB,AA,BB,BB,BB,AA,AA,AA,AA,BB,BB,AA,BB,AA,BB,AA,BB,BB,AA,AA,BB,BB,AA,AA,AA,BB,AA,AA,BB,AA,AA,AA,BB,BB,AA,BB,BB,BB,AA,BB,AA,BB,BB,BB,BB,BB,AA,AA,AA,BB,AA,AA,BB,AA,BB,AA,BB,AA,BB,AA,AA,AA,BB,BB,AA,AA,BB
Ctg001.112501,AA,AA,BB,BB,AA,AA,BB,AA,AA,AA,AA,BB,AA,AA,BB,AA,AA,AA,AA,AA,BB,BB,BB,AA,BB,BB,AA,AA,AA,AA,BB,BB,BB,AA,AA,BB,BB,BB,AA,BB,AA,BB,BB,AA,BB,AA,BB,BB,AA,AA,AA,AA,BB,AA,BB,BB,BB,AA,AA,AA,AA,BB,BB,AA,BB,AA,BB,AA,BB,BB,AA,AA,BB,BB,AA,AA,AA,BB,AA,AA,BB,AA,AA,AA,BB,BB,AA,BB,BB,BB,AA,BB,AA,BB,BB,BB,BB,BB,AA,AA,AA,BB,AA,AA,BB,AA,BB,AA,BB,AA,BB,AA,AA,AA,BB,BB,AA,AA,BB
Ctg001.112551,AA,AA,BB,BB,AA,AA,BB,AA,AA,AA,AA,BB,AA,AA,BB,AA,AA,AA,AA,AA,BB,BB,BB,AA,BB,BB,AA,AA,AA,AA,BB,BB,BB,AA,AA,BB,BB,BB,AA,BB,AA,BB,BB,AA,BB,AA,BB,BB,AA,AA,AA,AA,BB,AA,BB,BB,BB,AA,AA,AA,AA,BB,BB,AA,BB,AA,BB,AA,BB,BB,AA,AA,BB,BB,AA,AA,AA,BB,AA,AA,BB,AA,AA,AA,BB,BB,AA,BB,BB,BB,AA,BB,AA,BB,BB,BB,BB,BB,AA,AA,AA,BB,AA,AA,BB,AA,BB,AA,BB,AA,BB,AA,AA,AA,BB,BB,AA,AA,BB
Ctg001.112601,AA,AA,BB,BB,AA,AA,BB,AA,AA,AA,AA,BB,AA,AA,BB,AA,AA,AA,AA,AA,BB,BB,BB,AA,BB,BB,AA,AA,AA,AA,BB,BB,BB,AA,AA,BB,BB,BB,AA,BB,AA,BB,BB,AA,BB,AA,BB,BB,AA,AA,AA,AA,BB,AA,BB,BB,BB,AA,AA,AA,AA,BB,BB,AA,BB,AA,BB,AA,BB,BB,AA,AA,BB,BB,AA,AA,AA,BB,AA,AA,BB,AA,AA,AA,BB,BB,AA,BB,BB,BB,AA,BB,AA,BB,BB,BB,BB,BB,AA,AA,AA,BB,AA,AA,BB,AA,BB,AA,BB,AA,BB,AA,AA,AA,BB,BB,AA,AA,BB
Ctg001.112651,AA,AA,BB,BB,AA,AA,BB,AA,AA,AA,AA,BB,AA,AA,BB,AA,AA,AA,AA,AA,BB,BB,BB,AA,BB,BB,AA,AA,AA,AA,BB,BB,BB,AA,AA,BB,BB,BB,AA,BB,AA,BB,BB,AA,BB,AA,BB,BB,AA,AA,AA,AA,BB,AA,BB,BB,BB,AA,AA,AA,AA,BB,BB,AA,BB,AA,BB,AA,BB,BB,AA,AA,BB,BB,AA,AA,AA,BB,AA,AA,BB,AA,AA,AA,BB,BB,AA,BB,BB,BB,AA,BB,AA,BB,BB,BB,BB,BB,AA,AA,AA,BB,AA,AA,BB,AA,BB,AA,BB,AA,BB,AA,AA,AA,BB,BB,AA,AA,BB
Ctg001.112701,AA,NA,BB,BB,AA,AA,BB,AA,AA,AA,AA,BB,NA,AA,BB,AA,AA,NA,NA,AA,BB,BB,BB,AA,BB,BB,AA,AA,NA,AA,BB,BB,BB,AA,NA,BB,BB,BB,AA,BB,AA,BB,BB,AA,BB,NA,BB,BB,AA,NA,AA,NA,BB,AA,BB,BB,BB,NA,NA,AA,NA,BB,BB,NA,BB,AA,BB,NA,BB,BB,AA,AA,BB,BB,AA,AA,AA,BB,AA,AA,BB,AA,AA,AA,BB,BB,AA,BB,BB,BB,AA,BB,NA,BB,BB,BB,BB,BB,AA,AA,AA,BB,AA,AA,BB,AA,BB,AA,BB,AA,BB,NA,NA,AA,BB,BB,AA,NA,BB
Ctg001.112751,AA,NA,BB,BB,AA,AA,BB,AA,AA,AA,AA,BB,AB,AA,BB,AA,AA,AB,AB,AA,BB,BB,BB,AA,BB,BB,AB,NA,NA,AA,BB,BB,BB,AA,AB,BB,BB,BB,AA,BB,AA,BB,BB,AA,BB,AB,BB,BB,AA,NA,AA,NA,BB,AA,BB,BB,BB,NA,AB,AA,NA,BB,BB,AB,BB,AA,BB,AB,BB,BB,AA,AA,BB,BB,AA,AA,AA,BB,AA,AA,BB,AA,AA,AA,BB,BB,AA,BB,BB,BB,AA,BB,AB,BB,BB,BB,BB,BB,AA,AA,AA,BB,AA,AA,BB,AA,BB,AA,BB,AA,BB,AB,AB,AA,BB,BB,AA,AB,BB
Ctg001.112801,AA,AA,BB,BB,AA,AA,BB,AA,AA,AA,AA,BB,AA,AA,BB,AA,AA,AA,AA,AA,BB,BB,BB,AA,BB,BB,AA,AA,AA,AA,BB,BB,BB,AA,AA,BB,BB,BB,AA,BB,AA,BB,BB,AA,BB,AA,BB,BB,AA,AA,AA,AA,BB,AA,BB,BB,BB,AA,AA,AA,AA,BB,BB,AA,BB,AA,BB,AA,BB,BB,AA,AA,BB,BB,AA,AA,AA,BB,AA,AA,BB,AA,AA,AA,BB,BB,AA,BB,BB,BB,AA,BB,AA,BB,BB,BB,BB,BB,AA,AA,AA,BB,AA,AA,BB,AA,BB,AA,BB,AA,BB,AA,AA,AA,BB,BB,AA,AA,BB
Ctg001.112851,AA,AA,BB,BB,AA,AA,BB,AA,AA,AA,AA,BB,AA,AA,BB,AA,AA,AA,AA,AA,BB,BB,BB,AA,BB,BB,AA,AA,AA,AA,BB,BB,BB,AA,AA,BB,BB,BB,AA,BB,AA,BB,BB,AA,BB,AA,BB,BB,AA,AA,AA,AA,BB,AA,BB,BB,BB,AA,AA,AA,AA,BB,BB,AA,BB,AA,BB,AA,BB,BB,AA,AA,BB,BB,AA,AA,AA,BB,AA,AA,BB,AA,AA,AA,BB,BB,AA,BB,BB,BB,AA,BB,AA,BB,BB,BB,BB,BB,AA,AA,AA,BB,AA,AA,BB,AA,BB,AA,BB,AA,BB,AA,AA,AA,BB,BB,AA,AA,BB
Ctg001.112901,AA,AA,BB,BB,AA,AA,BB,AA,AA,AA,AA,BB,AA,AA,BB,AA,AA,AA,AA,AA,BB,BB,BB,AA,BB,BB,AA,AA,AA,AA,BB,BB,BB,AA,AA,BB,BB,BB,AA,BB,AA,BB,BB,AA,BB,AA,BB,BB,AA,AA,AA,AA,BB,AA,BB,BB,BB,AA,AA,AA,AA,BB,BB,AA,BB,AA,BB,AA,BB,BB,AA,AA,BB,BB,AA,AA,AA,BB,AA,AA,BB,AA,AA,AA,BB,BB,AA,BB,BB,BB,AA,BB,AA,BB,BB,BB,BB,BB,AA,AA,AA,BB,AA,AA,BB,AA,BB,AA,BB,AA,BB,AA,AA,AA,BB,BB,AA,AA,BB
Ctg001.112951,AA,AA,BB,BB,AA,AA,BB,AA,AA,AA,AA,BB,AA,AA,BB,AA,AA,AA,AA,AA,BB,BB,BB,AA,BB,BB,AA,AA,AA,AA,BB,BB,BB,AA,AA,BB,BB,BB,AA,BB,AA,BB,BB,AA,BB,AA,BB,BB,AA,AA,AA,AA,BB,AA,BB,BB,BB,AA,AA,AA,AA,BB,BB,AA,BB,AA,BB,AA,BB,BB,AA,AA,BB,BB,AA,AA,AA,BB,AA,AA,BB,AA,AA,AA,BB,BB,AA,BB,BB,BB,AA,BB,AA,BB,BB,BB,BB,BB,AA,AA,AA,BB,AA,AA,BB,AA,BB,AA,BB,AA,BB,AA,AA,AA,BB,BB,AA,AA,BB
Ctg001.113001,AA,AA,BB,BB,AA,AA,BB,AA,AA,AA,AA,BB,AA,AA,BB,AA,AA,AA,AA,AA,BB,BB,BB,AA,BB,BB,AA,AA,AA,AA,BB,BB,BB,AA,AA,BB,BB,BB,AA,BB,AA,BB,BB,AA,BB,AA,BB,BB,AA,AA,AA,AA,BB,AA,BB,BB,BB,AA,AA,AA,AA,BB,BB,AA,BB,AA,BB,AA,BB,BB,AA,AA,BB,BB,AA,AA,AA,BB,AA,AA,BB,AA,AA,AA,BB,BB,AA,BB,BB,BB,AA,BB,AA,BB,BB,BB,BB,BB,AA,AA,AA,BB,AA,AA,BB,AA,BB,AA,BB,AA,BB,AA,AA,AA,BB,BB,AA,AA,BB
Ctg001.113051,AA,AA,BB,BB,AA,AA,BB,AA,AA,AA,AA,BB,AA,AA,BB,AA,AA,AA,AA,AA,BB,BB,BB,AA,BB,BB,AA,AA,AA,AA,BB,BB,BB,AA,AA,BB,BB,BB,AA,BB,AA,BB,BB,AA,BB,AA,BB,BB,AA,AA,AA,AA,BB,AA,BB,BB,BB,AA,AA,AA,AA,BB,BB,AA,BB,AA,BB,AA,BB,BB,AA,AA,BB,BB,AA,AA,AA,BB,AA,AA,BB,AA,AA,AA,BB,BB,AA,BB,BB,BB,AA,BB,AA,BB,BB,BB,BB,BB,AA,AA,AA,BB,AA,AA,BB,AA,BB,AA,BB,AA,BB,AA,AA,AA,BB,BB,AA,AA,BB
Ctg001.113101,AA,AA,BB,BB,AA,AA,BB,AA,AA,AA,AA,BB,AA,AA,BB,AA,AA,AA,AA,AA,BB,BB,BB,AA,BB,BB,AA,AA,AA,AA,BB,BB,BB,AA,AA,BB,BB,BB,AA,BB,AA,BB,BB,AA,BB,AA,BB,BB,AA,AA,AA,AA,BB,AA,BB,BB,BB,AA,AA,AA,AA,BB,BB,AA,BB,AA,BB,AA,BB,BB,AA,AA,BB,BB,AA,AA,AA,BB,AA,AA,BB,AA,AA,AA,BB,BB,AA,BB,BB,BB,AA,BB,AA,BB,BB,BB,BB,BB,AA,AA,AA,BB,AA,AA,BB,AA,BB,AA,BB,AA,BB,AA,AA,AA,BB,BB,AA,AA,BB
Ctg001.113151,AA,AA,BB,BB,AA,AA,BB,AA,AA,AA,AA,BB,AA,AA,BB,AA,AA,AA,AA,AA,BB,BB,BB,AA,BB,BB,AA,AA,AA,AA,BB,BB,BB,AA,AA,BB,BB,BB,AA,BB,AA,BB,BB,AA,BB,AA,BB,BB,AA,AA,AA,AA,BB,AA,BB,BB,BB,AA,AA,AA,AA,BB,BB,AA,BB,AA,BB,AA,BB,BB,AA,AA,BB,BB,AA,AA,AA,BB,AA,AA,BB,AA,AA,AA,BB,BB,AA,BB,BB,BB,AA,BB,AA,BB,BB,BB,BB,BB,AA,AA,AA,BB,AA,AA,BB,AA,BB,AA,BB,AA,BB,AA,AA,AA,BB,BB,AA,AA,BB
Ctg001.113201,AA,AA,BB,BB,AA,AA,BB,AA,AA,AA,AA,BB,AA,AA,BB,AA,AA,AA,AA,AA,BB,BB,BB,AA,BB,BB,AA,AA,AA,AA,BB,BB,BB,AA,AA,BB,BB,BB,AA,BB,AA,BB,BB,AA,BB,AA,BB,BB,AA,AA,AA,AA,BB,AA,BB,BB,BB,AA,AA,AA,AA,BB,BB,AA,BB,AA,BB,AA,BB,BB,AA,AA,BB,BB,AA,AA,AA,BB,AA,AA,BB,AA,AA,AA,BB,BB,AA,BB,BB,BB,AA,BB,AA,BB,BB,BB,BB,BB,AA,AA,AA,BB,AA,AA,BB,AA,BB,AA,BB,AA,BB,AA,AA,AA,BB,BB,AA,AA,BB
Ctg001.113251,AA,AA,BB,BB,AA,AA,BB,AA,AA,AA,AA,BB,AA,AA,BB,AA,AA,AA,AA,AA,BB,BB,BB,AA,BB,BB,AA,AA,AA,AA,BB,BB,BB,AA,AA,BB,BB,BB,AA,BB,AA,BB,BB,AA,BB,AA,BB,BB,AA,AA,AA,AA,BB,AA,BB,BB,BB,AA,AA,AA,AA,BB,BB,AA,BB,AA,BB,AA,BB,BB,AA,AA,BB,BB,AA,AA,AA,BB,AA,AA,BB,AA,AA,AA,BB,BB,AA,BB,BB,BB,AA,BB,AA,BB,BB,BB,BB,BB,AA,AA,AA,BB,AA,AA,BB,AA,BB,AA,BB,AA,BB,AA,AA,AA,BB,BB,AA,AA,BB
Ctg001.113301,AA,AA,BB,BB,AA,AA,BB,AA,AA,AA,AA,BB,AA,AA,BB,AA,AA,AA,AA,AA,BB,BB,BB,AA,BB,BB,AA,AA,AA,AA,BB,BB,BB,AA,AA,BB,BB,BB,AA,BB,AA,BB,BB,AA,BB,AA,BB,BB,AA,AA,AA,AA,BB,AA,BB,BB,BB,AA,AA,AA,AA,BB,BB,AA,BB,AA,BB,AA,BB,BB,AA,AA,BB,BB,AA,AA,AA,BB,AA,AA,BB,AA,AA,AA,BB,BB,AA,BB,BB,BB,AA,BB,AA,BB,BB,BB,BB,BB,AA,AA,AA,BB,AA,AA,BB,AA,BB,AA,BB,AA,BB,AA,AA,AA,BB,BB,AA,AA,BB
Ctg001.113351,AA,AA,BB,BB,AA,AA,BB,AA,AA,AA,AA,BB,AA,AA,BB,AA,AA,AA,AA,AA,BB,BB,BB,AA,BB,BB,AA,AA,AA,AA,BB,BB,BB,AA,AA,BB,BB,BB,AA,BB,AA,BB,BB,AA,BB,AA,BB,BB,AA,AA,AA,AA,BB,AA,BB,BB,BB,AA,AA,AA,AA,BB,BB,AA,BB,AA,BB,AA,BB,BB,AA,AA,BB,BB,AA,AA,AA,BB,AA,AA,BB,AA,AA,AA,BB,BB,AA,BB,BB,BB,AA,BB,AA,BB,BB,BB,BB,BB,AA,AA,AA,BB,AA,AA,BB,AA,BB,AA,BB,AA,BB,AA,AA,AA,BB,BB,AA,AA,BB
Ctg001.113401,AA,AA,BB,BB,AA,AA,BB,AA,AA,AA,AA,BB,AA,AA,BB,AA,AA,AA,AA,AA,BB,BB,BB,AA,BB,BB,AA,AA,AA,AA,BB,BB,BB,AA,NA,BB,BB,BB,AA,BB,AA,BB,BB,AA,BB,AA,BB,BB,AA,AA,NA,AA,BB,AA,BB,BB,BB,AA,AA,AA,AA,BB,BB,AA,BB,AA,BB,AA,BB,BB,AA,AA,BB,BB,AA,AA,AA,BB,AA,AA,BB,AA,AA,AA,BB,BB,AA,BB,BB,BB,AA,BB,NA,BB,BB,BB,BB,BB,AA,AA,AA,BB,AA,AA,BB,AA,BB,AA,BB,AA,BB,AA,AA,AA,BB,BB,AA,AA,BB
